camera_cuts_regressors,scene_cuts_regressors
0.0,0.0
0.0,0.0
0.0191303519821523,0.0
0.2551052154855969,0.0
0.6437277151964776,0.0
0.7320737881661148,0.0
0.7019861942262966,0.0
0.8395227102443199,0.0
0.9857490287523936,0.0
1.0567906417812978,0.0
1.0741721324511726,0.0
1.0667759029936106,0.0
1.0500835232365415,0.0
1.0325256179173936,0.0
1.018573842324082,0.0
1.0094337529230994,0.0
1.0042923574254008,0.0
1.001743777739173,0.0
1.0006925926233965,0.0
1.0002529947302612,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
0.9808696480178478,0.0
0.7640251364965555,0.0191303519821523
0.5731167963248146,0.2359748635034446
0.4397042000234737,0.4077528516930331
0.1954515385715996,0.3051905844909294
-0.0030229004854788,0.1416903942497703
-0.0924651741862444,0.0349742488159194
-0.08990841034815,-0.0172738717330852
0.1434020703804104,-0.0356745324049468
0.3609152032073919,-0.0348666298791297
0.5192820164896907,-0.0257968901294236
0.7819352564091787,-0.0158844772312517
0.9727150178410544,-0.008488165569442
0.8323750086518507,-0.0040393626951397
0.4441839226822385,-0.0017437777391729
0.1238315488300785,-0.0006925926233961
-0.0440240401817973,-0.000252994730261
-0.0845691592662613,0.0
0.1311486455205023,0.0
0.3271654917580881,0.0
0.2724076258037913,0.0
0.3485606596339852,0.0
0.4282027997749368,0.0
0.3005713316822876,0.0
0.3584317122375903,0.0
0.6620200987617624,0.0
0.9247248950767896,0.0
1.0581800362831313,0.0
1.1013584992866774,0.0
1.0976031701776003,0.0
1.0741366356267923,0.0
1.047717502525249,0.0
1.026809013163263,0.0
0.9943427636360868,0.0
0.7700612716611291,0.0
0.5946835186695361,0.0
0.6957550028627278,0.0
0.8585626004804907,0.0
0.9650257511840804,0.0
1.0172738717330854,0.0
1.035674532404947,0.0
1.0348666298791298,0.0
1.0257968901294237,0.0
1.015884477231252,0.0
1.008488165569442,0.0
1.0040393626951398,0.0
1.001743777739173,0.0191303519821523
0.981562240641244,0.2359748635034446
0.7642781312268165,0.4077528516930331
0.5731167963248146,0.3051905844909294
0.458834552005626,0.1416903942497703
0.4505567540571965,0.0349742488159194
0.6598351666931511,-0.0172738717330852
0.875583477483315,-0.0356745324049468
1.0007002835890275,-0.0348666298791297
1.0521405016122152,-0.0257968901294236
1.0614714225343704,-0.0158844772312517
1.0507511071103814,-0.008488165569442
1.0342850556988656,-0.0040393626951397
1.0199238399263917,-0.0017437777391729
1.0102319433086149,-0.0006925926233961
1.004731955318536,-0.000252994730261
1.001996772469434,0.0
1.0006925926233965,0.0
1.0002529947302612,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
0.9808696480178478,0.0
0.7640251364965555,0.0
0.5922471483069669,0.0
0.6948094155090705,0.0
0.8583096057502295,0.0191303519821523
0.9650257511840804,0.2359748635034446
0.998143519750933,0.4077528516930331
0.7996996689015023,0.3051905844909294
0.6079834262039444,0.1416903942497703
0.4846314421350497,0.0349742488159194
0.447310879306296,-0.0172738717330852
0.4132181167769962,-0.0356745324049468
0.2167647729998246,-0.0348666298791297
0.0535257616407932,-0.0257968901294236
0.1790689118197261,-0.0158844772312517
0.3247639742224154,-0.008488165569442
0.228502268599147,-0.0040393626951397
0.1033409113335712,-0.0017437777391729
0.2339746915276682,-0.0006925926233961
0.3887399046620513,-0.000252994730261
0.4950059775505512,0.0
0.5289750127272901,0.0
0.5674763861935882,0.0
0.7706975198406671,0.0
0.958607207780829,0.0
1.053559181611975,0.0
1.081498094461706,0.0
1.0759957232683863,0.0
1.0572268401680909,0.0
1.0369744207916958,0.0
1.020869427280049,0.0
1.010484938038876,0.0
1.004731955318536,0.0
1.001996772469434,0.0
1.0006925926233965,0.0
1.0002529947302612,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
0.9808696480178478,0.0
0.7640251364965555,0.0
0.5922471483069669,0.0
0.6948094155090705,0.0
0.8583096057502295,0.0
0.9650257511840804,0.0
0.998143519750933,0.0
0.7996996689015023,0.0
0.6271137781860967,0.0
0.7206063056384943,0.0
0.8741940829814814,0.0
0.9735139167535226,0.0
1.021313234428225,0.0
1.0374183101441197,0.0
1.0164288705203737,0.0
0.7900750213562401,0.0
0.6081316255382188,0.0
0.7032975810785126,0.0
0.8623489684453693,0.0
0.9667695289232534,0.0
1.0179664643564814,0.0
1.035927527135208,0.0
1.0348666298791298,0.0
1.0257968901294237,0.0
1.015884477231252,0.0
1.008488165569442,0.0
1.0040393626951398,0.0
1.001743777739173,0.0
1.0006925926233965,0.0
1.0002529947302612,0.0
0.9808696480178478,0.0
0.7448947845144032,0.0
0.3562722848035223,0.0
0.2870565638160375,0.0
0.5531190212593002,0.0
0.8233353569343103,0.0
0.9631692709350136,0.0
0.8169735406345875,0.0
0.6436579586088913,0.0
0.5003677200320272,0.0
0.2562632579144274,0.0
0.2764549578008118,0.0
0.563790069274815,0.0
0.6096878142879728,0.0
0.3758749079623871,0.0
0.3476170934549981,0.0
0.4038227920014451,0.0
0.4656038388371202,0.0
0.4677245529964547,0.0
0.2745163632494984,0.0
0.0807383826865757,0.0
-0.0257655190131173,0.0
-0.0457906726249055,0.0
0.1878506525169137,0.0
0.5905402377235272,0.0
0.6777127931314397,0.0
0.4458344960661995,0.0
0.4215379152426718,0.0
0.6566961369607759,0.0
0.6579982595764964,0.0
0.375647223833227,0.0
0.1157481283268753,0.0
-0.0239809902778412,0.0
-0.0773210469387259,0.0191303519821523
-0.063938338566506,0.2359748635034446
0.1695282030605784,0.4077528516930331
0.3827654659519409,0.3051905844909294
0.515847217840023,0.1416903942497703
0.5366627229479607,0.0349742488159194
0.3535120448546885,-0.0172738717330852
0.3770853676397129,-0.0356745324049468
0.6612121962359454,-0.0348666298791297
0.9156551553270832,-0.0257968901294236
1.0482676233849595,-0.0158844772312517
1.0748318356427156,-0.008488165569442
0.8380491518177013,-0.0040393626951397
0.4089829834921956,-0.0017437777391729
0.0977480177220653,-0.0006925926233961
0.1526052328542425,-0.000252994730261
0.295390029827914,0.0
0.4388925121389361,0.0
0.6960895892116,0.0
0.7110953636176041,0.0
0.6538639466348088,0.0
0.7695009324998088,0.0
0.7081788075818494,0.0
0.6205515348660107,0.0
0.7521514833753342,0.0
0.916344348444137,0.0
0.9919395597433304,0.0
0.8120808484078613,0.0
0.6458029304125994,0.0
0.7388568035810386,0.0
0.8883988533050541,0.0
0.963523654172353,0.0
0.790479766422479,0.0
0.6322140381373146,0.0
0.7314198231273733,0.0
0.8847990885030496,0.0
0.9811632231455932,0.0
1.0257620373025274,0.0
1.0397138951000866,0.0
1.0366104076183027,0.0
1.0073591307706675,0.0
0.7801626084580682,0.0
0.6007353138764089,0.0
0.6988487782042103,0.0
0.8600533834894026,0.0
0.9465879918253244,0.0191303519821523
0.7815520029599017,0.2359748635034446
0.6087913287297614,0.4077528516930331
0.4937011818847558,0.3051905844909294
0.4763536441866202,0.1416903942497703
0.6565892919422507,0.0349742488159194
0.62896642756716,-0.0172738717330852
0.3610119310876895,-0.0356745324049468
0.3409408431674254,-0.0348666298791297
0.5961526844349146,-0.0257968901294236
0.6383645952715082,-0.0158844772312517
0.6088318269229984,-0.008488165569442
0.7676816595734943,-0.0040393626951397
0.9199523593607688,-0.0017437777391729
0.7944463630077253,-0.0006925926233961
0.6340688078880092,-0.000252994730261
0.5195743198346627,0.0
0.4790735549490168,0.0
0.4554403337534428,0.0
0.4670211214019504,0.0
0.4689685885177526,0.0
0.5069896130948124,0.0
0.7039200149845423,0.0
0.691052313713648,0.0
0.6083551303429687,0.0
0.5308988935442327,0.0
0.522260119900182,0.0
0.7153182291220687,0.0
0.9118653056516146,0.0
1.0021863641566628,0.0
0.8075202241654942,0.0
0.4224756626564288,0.0
0.339804443395853,0.0
0.5880966695815621,0.0
0.8435121915909627,0.0
0.9925315662257808,0.0
1.0576803594565682,0.0
1.072537934753511,0.0
1.0613561126319495,0.0
1.0419343620909367,0.0
1.0243726428006938,0.0
1.0125275282645818,0.0
1.0057831404343127,0.0
1.0024363703625692,0.0
1.0009455873536572,0.0
1.0002529947302612,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
0.9808696480178478,0.0
0.7640251364965555,0.0
0.5922471483069669,0.0
0.6756790635269183,0.0
0.622334742246785,0.0
0.5381425475088952,0.0
0.4761084237387113,0.0191303519821523
0.4862312864621433,0.2359748635034446
0.694701796572281,0.4077528516930331
0.9013803676127384,0.3051905844909294
1.0165847608202792,0.1416903942497703
1.0606286671816572,0.0349742488159194
1.06551078522951,-0.0172738717330852
1.0524948848495546,-0.0356745324049468
1.034977648322262,-0.0348666298791297
1.0201768346566524,-0.0257968901294236
1.0102319433086149,-0.0158844772312517
1.004731955318536,-0.008488165569442
1.001996772469434,-0.0040393626951397
1.0006925926233965,-0.0017437777391729
1.0002529947302612,-0.0006925926233961
1.0,-0.000252994730261
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0191303519821523
1.0,0.2359748635034446
0.9808696480178478,0.4077528516930331
0.7640251364965555,0.3051905844909294
0.5922471483069669,0.1416903942497703
0.6948094155090705,0.0349742488159194
0.8583096057502295,-0.0172738717330852
0.9650257511840804,-0.0356745324049468
0.998143519750933,-0.0348666298791297
0.7996996689015023,-0.0257968901294236
0.6271137781860967,-0.0158844772312517
0.7206063056384943,-0.008488165569442
0.8741940829814814,-0.0040393626951397
0.9735139167535226,-0.0017437777391729
1.021313234428225,-0.0006925926233961
1.0374183101441197,-0.000252994730261
1.035559222502526,0.0
1.0260498848596848,0.0
1.015884477231252,0.0
1.008488165569442,0.0
1.0040393626951398,0.0
1.001743777739173,0.0
1.0006925926233965,0.0
1.0002529947302612,0.0
1.0,0.0
0.9808696480178478,0.0
0.7448947845144032,0.0
0.33714193282137,0.0
0.0510817003125929,0.0191303519821523
0.1453661695662671,0.2359748635034446
0.5181447724433808,0.4077528516930331
0.8406092286673955,0.3051905844909294
0.9988438033399604,0.1416903942497703
0.8518401705137173,0.0349742488159194
0.6885852007204671,-0.0172738717330852
0.7713574127488758,-0.0356745324049468
0.908479138680347,-0.0348666298791297
0.9934377566799142,-0.0257968901294236
1.03154517773684,-0.0158844772312517
1.0421502654626558,-0.008488165569442
1.0375559949719602,-0.0040393626951397
1.026742477483081,-0.0017437777391729
1.0161374719615128,-0.0006925926233961
1.008488165569442,-0.000252994730261
1.0040393626951398,0.0
1.001743777739173,0.0
1.0006925926233965,0.0
1.0002529947302612,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
